part|module|q_code|q_desc|a_code|a_desc
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|05|Condutor(a) de bicicleta
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|06|Passageiro(a) de automóvel (inclusive táxi, aplicativos de transporte e similares)
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|07|Passageiro(a) de ônibus
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|08|Passageiro (a) de caminhão
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|09|Passageiro(a) de motocicleta
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|10|Passageiro(a) de bicicleta
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|11|Pedestre
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|12|Outro
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01102|Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01401|Por causa deste acidente de trânsito o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01401|Por causa deste acidente de trânsito o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01401|Por causa deste acidente de trânsito o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01501|Para este acidente de trânsito, o(a) Sr(a) recebeu algum tipo de atendimento de saúde?|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01501|Para este acidente de trânsito, o(a) Sr(a) recebeu algum tipo de atendimento de saúde?|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01501|Para este acidente de trânsito, o(a) Sr(a) recebeu algum tipo de atendimento de saúde?|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|01|No local do acidente
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|02|Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família).
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|03|Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|04|UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|05|Ambulatório de hospital público.
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|06|Consultório particular clínica privada ou ambulatório de hospital privado.
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|07|Pronto atendimento ou emergência de hospital privado.
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|08|No domicílio
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|09|Outro
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01602|Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01702|Quem lhe prestou atendimento no local do acidente|1|SAMU
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01702|Quem lhe prestou atendimento no local do acidente|2|Bombeiros
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01702|Quem lhe prestou atendimento no local do acidente|3|Equipe de Resgate do setor privado (particular ou convênio)
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01702|Quem lhe prestou atendimento no local do acidente|4|Equipe de Resgate da concessionária da rodovia
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01702|Quem lhe prestou atendimento no local do acidente|5|Outro
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o01702|Quem lhe prestou atendimento no local do acidente|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o019|Por causa deste acidente de trânsito, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o019|Por causa deste acidente de trânsito, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o019|Por causa deste acidente de trânsito, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o019|Por causa deste acidente de trânsito, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02001|O Sr(a) tem alguma sequela física permanente decorrente deste acidente de trânsito? (Se houver mais de um, considere o mais grave)|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02001|O Sr(a) tem alguma sequela física permanente decorrente deste acidente de trânsito? (Se houver mais de um, considere o mais grave)|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02001|O Sr(a) tem alguma sequela física permanente decorrente deste acidente de trânsito? (Se houver mais de um, considere o mais grave)|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02001|O Sr(a) tem alguma sequela física permanente decorrente deste acidente de trânsito? (Se houver mais de um, considere o mais grave)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o021|Nos últimos doze meses o(a) Sr(a) se envolveu em algum acidente de trabalho? (Sem considerar os acidentes de trânsito e/ou de deslocamento para o trabalho)|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o021|Nos últimos doze meses o(a) Sr(a) se envolveu em algum acidente de trabalho? (Sem considerar os acidentes de trânsito e/ou de deslocamento para o trabalho)|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o021|Nos últimos doze meses o(a) Sr(a) se envolveu em algum acidente de trabalho? (Sem considerar os acidentes de trânsito e/ou de deslocamento para o trabalho)|3|Não se aplica
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o021|Nos últimos doze meses o(a) Sr(a) se envolveu em algum acidente de trabalho? (Sem considerar os acidentes de trânsito e/ou de deslocamento para o trabalho)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02101|Quantos|1 a 98|NA
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02101|Quantos|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02201|Como consequência desse acidente de trabalho, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02201|Como consequência desse acidente de trabalho, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02201|Como consequência desse acidente de trabalho, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o023|Por causa deste acidente de trabalho, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o023|Por causa deste acidente de trabalho, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o023|Por causa deste acidente de trabalho, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02401|O(A) Sr(a) tem alguma sequela física permanente decorrente desse acidente de trabalho|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02401|O(A) Sr(a) tem alguma sequela física permanente decorrente desse acidente de trabalho|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo O - Acidentes|o02401|O(A) Sr(a) tem alguma sequela física permanente decorrente desse acidente de trabalho|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00102|O(A) Sr(a) sabe seu peso?|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00102|O(A) Sr(a) sabe seu peso?|2|Não sabe/Não lembra
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00102|O(A) Sr(a) sabe seu peso?|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00103|Peso - Informado (em kg)(3 inteiros e 1 casa decimal)|1 a 599|Quilogramas
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00103|Peso - Informado (em kg)(3 inteiros e 1 casa decimal)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00104|Peso - Final (em kg)(3 inteiros e 1 casa decimal)|1 a 599|Quilogramas
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00104|Peso - Final (em kg)(3 inteiros e 1 casa decimal)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|1|Menos de uma semana.
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|2|De uma semana até menos de um mês
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|3|De um mês até menos de três meses
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|4|De três meses até menos de seis meses
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|5|De seis meses ou mais
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|6|Nunca se pesou
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00201|Quanto tempo faz que o(a) Sr(a) se pesou da última vez?|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00402|O(A) Sr(a) sabe sua altura? (mesmo que seja valor aproximado)|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00402|O(A) Sr(a) sabe sua altura? (mesmo que seja valor aproximado)|2|Não sabe/Não lembra
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00402|O(A) Sr(a) sabe sua altura? (mesmo que seja valor aproximado)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00403|Altura - Informada (em cm)(3 inteiros)|1 a 299|Centímetros
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00403|Altura - Informada (em cm)(3 inteiros)|999|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00403|Altura - Informada (em cm)(3 inteiros)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00404|Altura - Final (em cm)(3 inteiros)|1 a 299|Centímetros
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00404|Altura - Final (em cm)(3 inteiros)|999|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00404|Altura - Final (em cm)(3 inteiros)|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00405|Marca de imputação para altura e/ou peso referido|0|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00405|Marca de imputação para altura e/ou peso referido|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00405|Marca de imputação para altura e/ou peso referido|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p005|A Sra está grávida no momento?|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p005|A Sra está grávida no momento?|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p005|A Sra está grávida no momento?|3|Não sabe
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p005|A Sra está grávida no momento?|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00601|Ontem o(a) Sr(a) comeu arroz, macarrão, polenta, cuscuz ou milho verde.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00601|Ontem o(a) Sr(a) comeu arroz, macarrão, polenta, cuscuz ou milho verde.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00601|Ontem o(a) Sr(a) comeu arroz, macarrão, polenta, cuscuz ou milho verde.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00601|Ontem o(a) Sr(a) comeu arroz, macarrão, polenta, cuscuz ou milho verde.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00602|Batata comum, mandioca/aipim/macaxeira, cará ou inhame.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00602|Batata comum, mandioca/aipim/macaxeira, cará ou inhame.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00602|Batata comum, mandioca/aipim/macaxeira, cará ou inhame.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00602|Batata comum, mandioca/aipim/macaxeira, cará ou inhame.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00603|Feijão, ervilha, lentilha ou grão de bico.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00603|Feijão, ervilha, lentilha ou grão de bico.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00603|Feijão, ervilha, lentilha ou grão de bico.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00603|Feijão, ervilha, lentilha ou grão de bico.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00604|Carne de boi, porco, frango, peixe|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00604|Carne de boi, porco, frango, peixe|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00604|Carne de boi, porco, frango, peixe|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00604|Carne de boi, porco, frango, peixe|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00605|Ovo (frito, cozido ou mexido ).|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00605|Ovo (frito, cozido ou mexido ).|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00605|Ovo (frito, cozido ou mexido ).|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00605|Ovo (frito, cozido ou mexido ).|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00607|Alface, couve, brócolis, agrião ou espinfre.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00607|Alface, couve, brócolis, agrião ou espinfre.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00607|Alface, couve, brócolis, agrião ou espinfre.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00607|Alface, couve, brócolis, agrião ou espinfre.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00608|Abóbora, cenoura, batata doce ou quiabo/caruru.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00608|Abóbora, cenoura, batata doce ou quiabo/caruru.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00608|Abóbora, cenoura, batata doce ou quiabo/caruru.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00608|Abóbora, cenoura, batata doce ou quiabo/caruru.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00609|Tomate, pepino, abobrinha, berinjela, chuchu ou beterraba.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00609|Tomate, pepino, abobrinha, berinjela, chuchu ou beterraba.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00609|Tomate, pepino, abobrinha, berinjela, chuchu ou beterraba.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00609|Tomate, pepino, abobrinha, berinjela, chuchu ou beterraba.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00610|Mamão, manga, melão amarelo ou pequi.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00610|Mamão, manga, melão amarelo ou pequi.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00610|Mamão, manga, melão amarelo ou pequi.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00610|Mamão, manga, melão amarelo ou pequi.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00611|Laranja, banana, maçã, abacaxi.|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00611|Laranja, banana, maçã, abacaxi.|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00611|Laranja, banana, maçã, abacaxi.|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00611|Laranja, banana, maçã, abacaxi.|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00612|Leite|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00612|Leite|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00612|Leite|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00612|Leite|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00613|Amendoim, castanha de caju ou castanha do Brasil/Pará|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00613|Amendoim, castanha de caju ou castanha do Brasil/Pará|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00613|Amendoim, castanha de caju ou castanha do Brasil/Pará|9|Ignorado
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00613|Amendoim, castanha de caju ou castanha do Brasil/Pará|NA|Não aplicável
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00614|ONTEM o(a) Sr(a) tomou ou comeu:Refrigerante|1|Sim
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00614|ONTEM o(a) Sr(a) tomou ou comeu:Refrigerante|2|Não
Parte 4  - Questionário do Morador Selecionado (Para pessoas de 15 anos ou mais de idade)|Módulo P - Estilos de vida|p00614|ONTEM o(a) Sr(a) tomou ou comeu:Refrigerante|9|Ignorado
